,condition,well_id,day_0,well_label,image_name_0,has_cell_0,hyst2_area_0,day_1,image_name_1,has_cell_1,hyst2_area_1,day_2,image_name_2,has_cell_2,hyst2_area_2,day_3,image_name_3,has_cell_3,hyst2_area_3,day_4,image_name_4,has_cell_4,hyst2_area_4,day_5,image_name_5,has_cell_5,hyst2_area_5,day_6,image_name_6,has_cell_6,hyst2_area_6,day_7,image_name_7,has_cell_7,hyst2_area_7,day_8,image_name_8,has_cell_8,hyst2_area_8,day_9,image_name_9,has_cell_9,hyst2_area_9,day_10,image_name_10,has_cell_10,hyst2_area_10,day_11,image_name_11,has_cell_11,hyst2_area_11,day_12,image_name_12,has_cell_12,hyst2_area_12,day_13,image_name_13,has_cell_13,hyst2_area_13
5824,A1,4492,0,4492,well_A1/well4492_day00_well.png,1,2011,1,well_A1/well4492_day01_well.png,1,182,2,well_A1/well4492_day02_well.png,1,91,3,well_A1/well4492_day03_well.png,1,567,4,well_A1/well4492_day04_well.png,1,1107,5,well_A1/well4492_day05_well.png,1,664,6,well_A1/well4492_day06_well.png,1,143,7,well_A1/well4492_day07_well.png,1,951,8,well_A1/well4492_day08_well.png,0,0,9,well_A1/well4492_day09_well.png,0,0,10,well_A1/well4492_day10_well.png,1,834,11,well_A1/well4492_day11_well.png,1,1442,12,well_A1/well4492_day12_well.png,1,1617,13,well_A1/well4492_day13_well.png,1,184
5825,C1,2100,0,2100,well_C1/well2100_day00_well.png,1,82,1,well_C1/well2100_day01_well.png,0,0,2,well_C1/well2100_day02_well.png,0,0,3,well_C1/well2100_day03_well.png,0,0,4,well_C1/well2100_day04_well.png,0,0,5,well_C1/well2100_day05_well.png,0,0,6,well_C1/well2100_day06_well.png,0,0,7,well_C1/well2100_day07_well.png,0,0,8,well_C1/well2100_day08_well.png,0,0,9,well_C1/well2100_day09_well.png,0,0,10,well_C1/well2100_day10_well.png,0,0,11,well_C1/well2100_day11_well.png,0,0,12,well_C1/well2100_day12_well.png,0,0,13,well_C1/well2100_day13_well.png,1,98
5826,C1,3053,0,3053,well_C1/well3053_day00_well.png,0,0,1,well_C1/well3053_day01_well.png,0,0,2,well_C1/well3053_day02_well.png,0,0,3,well_C1/well3053_day03_well.png,0,0,4,well_C1/well3053_day04_well.png,0,0,5,well_C1/well3053_day05_well.png,0,0,6,well_C1/well3053_day06_well.png,0,0,7,well_C1/well3053_day07_well.png,0,0,8,well_C1/well3053_day08_well.png,0,0,9,well_C1/well3053_day09_well.png,0,0,10,well_C1/well3053_day10_well.png,0,0,11,well_C1/well3053_day11_well.png,0,0,12,well_C1/well3053_day12_well.png,0,0,13,well_C1/well3053_day13_well.png,0,0
5827,A2,583,0,0583,well_A2/well0583_day00_well.png,1,2513,1,well_A2/well0583_day01_well.png,1,2500,2,well_A2/well0583_day02_well.png,1,2553,3,well_A2/well0583_day03_well.png,1,2895,4,well_A2/well0583_day04_well.png,1,2438,5,well_A2/well0583_day05_well.png,1,2721,6,well_A2/well0583_day06_well.png,1,2280,7,well_A2/well0583_day07_well.png,1,2245,8,well_A2/well0583_day08_well.png,1,2195,9,well_A2/well0583_day09_well.png,1,2285,10,well_A2/well0583_day10_well.png,1,2385,11,well_A2/well0583_day11_well.png,1,2329,12,well_A2/well0583_day12_well.png,1,2585,13,well_A2/well0583_day13_well.png,1,3028
5828,C1,2913,0,2913,well_C1/well2913_day00_well.png,1,661,1,well_C1/well2913_day01_well.png,1,558,2,well_C1/well2913_day02_well.png,1,49,3,well_C1/well2913_day03_well.png,0,0,4,well_C1/well2913_day04_well.png,1,44,5,well_C1/well2913_day05_well.png,1,528,6,well_C1/well2913_day06_well.png,0,0,7,well_C1/well2913_day07_well.png,0,0,8,well_C1/well2913_day08_well.png,0,0,9,well_C1/well2913_day09_well.png,0,0,10,well_C1/well2913_day10_well.png,0,0,11,well_C1/well2913_day11_well.png,0,0,12,well_C1/well2913_day12_well.png,0,0,13,well_C1/well2913_day13_well.png,0,0
5829,A2,45,0,0045,well_A2/well0045_day00_well.png,1,921,1,well_A2/well0045_day01_well.png,1,144,2,well_A2/well0045_day02_well.png,1,1262,3,well_A2/well0045_day03_well.png,1,457,4,well_A2/well0045_day04_well.png,1,25,5,well_A2/well0045_day05_well.png,1,1860,6,well_A2/well0045_day06_well.png,1,1928,7,well_A2/well0045_day07_well.png,1,1916,8,well_A2/well0045_day08_well.png,1,1643,9,well_A2/well0045_day09_well.png,1,1811,10,well_A2/well0045_day10_well.png,1,1844,11,well_A2/well0045_day11_well.png,1,1983,12,well_A2/well0045_day12_well.png,1,962,13,well_A2/well0045_day13_well.png,1,108
5830,A1,1983,0,1983,well_A1/well1983_day00_well.png,0,0,1,well_A1/well1983_day01_well.png,1,195,2,well_A1/well1983_day02_well.png,1,208,3,well_A1/well1983_day03_well.png,0,0,4,well_A1/well1983_day04_well.png,1,182,5,well_A1/well1983_day05_well.png,1,1021,6,well_A1/well1983_day06_well.png,1,1853,7,well_A1/well1983_day07_well.png,1,1869,8,well_A1/well1983_day08_well.png,1,1593,9,well_A1/well1983_day09_well.png,1,1702,10,well_A1/well1983_day10_well.png,1,1484,11,well_A1/well1983_day11_well.png,1,1436,12,well_A1/well1983_day12_well.png,1,2256,13,well_A1/well1983_day13_well.png,1,2096
5831,C1,2617,0,2617,well_C1/well2617_day00_well.png,1,631,1,well_C1/well2617_day01_well.png,0,0,2,well_C1/well2617_day02_well.png,0,0,3,well_C1/well2617_day03_well.png,0,0,4,well_C1/well2617_day04_well.png,0,0,5,well_C1/well2617_day05_well.png,0,0,6,well_C1/well2617_day06_well.png,0,0,7,well_C1/well2617_day07_well.png,0,0,8,well_C1/well2617_day08_well.png,0,0,9,well_C1/well2617_day09_well.png,0,0,10,well_C1/well2617_day10_well.png,0,0,11,well_C1/well2617_day11_well.png,0,0,12,well_C1/well2617_day12_well.png,0,0,13,well_C1/well2617_day13_well.png,0,0
5832,A1,67,0,0067,well_A1/well0067_day00_well.png,1,636,1,well_A1/well0067_day01_well.png,1,414,2,well_A1/well0067_day02_well.png,1,412,3,well_A1/well0067_day03_well.png,1,395,4,well_A1/well0067_day04_well.png,1,284,5,well_A1/well0067_day05_well.png,1,322,6,well_A1/well0067_day06_well.png,1,268,7,well_A1/well0067_day07_well.png,1,323,8,well_A1/well0067_day08_well.png,1,269,9,well_A1/well0067_day09_well.png,1,228,10,well_A1/well0067_day10_well.png,1,297,11,well_A1/well0067_day11_well.png,1,296,12,well_A1/well0067_day12_well.png,1,305,13,well_A1/well0067_day13_well.png,1,670
5833,A2,1071,0,1071,well_A2/well1071_day00_well.png,1,2647,1,well_A2/well1071_day01_well.png,1,1524,2,well_A2/well1071_day02_well.png,1,2116,3,well_A2/well1071_day03_well.png,1,1215,4,well_A2/well1071_day04_well.png,1,1507,5,well_A2/well1071_day05_well.png,1,2083,6,well_A2/well1071_day06_well.png,1,2104,7,well_A2/well1071_day07_well.png,1,2685,8,well_A2/well1071_day08_well.png,1,2719,9,well_A2/well1071_day09_well.png,1,1651,10,well_A2/well1071_day10_well.png,1,2569,11,well_A2/well1071_day11_well.png,1,2058,12,well_A2/well1071_day12_well.png,1,2155,13,well_A2/well1071_day13_well.png,1,2690
5834,A1,4684,0,4684,well_A1/well4684_day00_well.png,1,271,1,well_A1/well4684_day01_well.png,0,0,2,well_A1/well4684_day02_well.png,0,0,3,well_A1/well4684_day03_well.png,0,0,4,well_A1/well4684_day04_well.png,0,0,5,well_A1/well4684_day05_well.png,0,0,6,well_A1/well4684_day06_well.png,0,0,7,well_A1/well4684_day07_well.png,0,0,8,well_A1/well4684_day08_well.png,0,0,9,well_A1/well4684_day09_well.png,0,0,10,well_A1/well4684_day10_well.png,0,0,11,well_A1/well4684_day11_well.png,0,0,12,well_A1/well4684_day12_well.png,1,234,13,well_A1/well4684_day13_well.png,0,0
5835,A1,2446,0,2446,well_A1/well2446_day00_well.png,0,0,1,well_A1/well2446_day01_well.png,0,0,2,well_A1/well2446_day02_well.png,0,0,3,well_A1/well2446_day03_well.png,0,0,4,well_A1/well2446_day04_well.png,0,0,5,well_A1/well2446_day05_well.png,1,98,6,well_A1/well2446_day06_well.png,1,162,7,well_A1/well2446_day07_well.png,1,169,8,well_A1/well2446_day08_well.png,0,0,9,well_A1/well2446_day09_well.png,1,124,10,well_A1/well2446_day10_well.png,1,197,11,well_A1/well2446_day11_well.png,1,175,12,well_A1/well2446_day12_well.png,1,200,13,well_A1/well2446_day13_well.png,1,207
5836,C1,395,0,0395,well_C1/well0395_day00_well.png,1,123,1,well_C1/well0395_day01_well.png,1,51,2,well_C1/well0395_day02_well.png,1,102,3,well_C1/well0395_day03_well.png,1,252,4,well_C1/well0395_day04_well.png,1,169,5,well_C1/well0395_day05_well.png,1,187,6,well_C1/well0395_day06_well.png,1,394,7,well_C1/well0395_day07_well.png,0,0,8,well_C1/well0395_day08_well.png,1,93,9,well_C1/well0395_day09_well.png,0,0,10,well_C1/well0395_day10_well.png,1,146,11,well_C1/well0395_day11_well.png,1,151,12,well_C1/well0395_day12_well.png,1,290,13,well_C1/well0395_day13_well.png,1,125
5837,A1,1769,0,1769,well_A1/well1769_day00_well.png,1,25,1,well_A1/well1769_day01_well.png,1,228,2,well_A1/well1769_day02_well.png,1,187,3,well_A1/well1769_day03_well.png,1,167,4,well_A1/well1769_day04_well.png,1,442,5,well_A1/well1769_day05_well.png,1,447,6,well_A1/well1769_day06_well.png,1,541,7,well_A1/well1769_day07_well.png,1,468,8,well_A1/well1769_day08_well.png,1,248,9,well_A1/well1769_day09_well.png,1,444,10,well_A1/well1769_day10_well.png,1,413,11,well_A1/well1769_day11_well.png,1,442,12,well_A1/well1769_day12_well.png,1,511,13,well_A1/well1769_day13_well.png,1,507
5838,C1,1494,0,1494,well_C1/well1494_day00_well.png,1,1215,1,well_C1/well1494_day01_well.png,0,0,2,well_C1/well1494_day02_well.png,0,0,3,well_C1/well1494_day03_well.png,0,0,4,well_C1/well1494_day04_well.png,0,0,5,well_C1/well1494_day05_well.png,0,0,6,well_C1/well1494_day06_well.png,0,0,7,well_C1/well1494_day07_well.png,1,905,8,well_C1/well1494_day08_well.png,1,2333,9,well_C1/well1494_day09_well.png,1,1086,10,well_C1/well1494_day10_well.png,1,1417,11,well_C1/well1494_day11_well.png,1,1415,12,well_C1/well1494_day12_well.png,1,1136,13,well_C1/well1494_day13_well.png,1,1799
5839,A1,334,0,0334,well_A1/well0334_day00_well.png,1,2022,1,well_A1/well0334_day01_well.png,1,622,2,well_A1/well0334_day02_well.png,0,0,3,well_A1/well0334_day03_well.png,0,0,4,well_A1/well0334_day04_well.png,0,0,5,well_A1/well0334_day05_well.png,0,0,6,well_A1/well0334_day06_well.png,0,0,7,well_A1/well0334_day07_well.png,0,0,8,well_A1/well0334_day08_well.png,0,0,9,well_A1/well0334_day09_well.png,0,0,10,well_A1/well0334_day10_well.png,0,0,11,well_A1/well0334_day11_well.png,0,0,12,well_A1/well0334_day12_well.png,0,0,13,well_A1/well0334_day13_well.png,0,0
5840,A1,2433,0,2433,well_A1/well2433_day00_well.png,0,0,1,well_A1/well2433_day01_well.png,0,0,2,well_A1/well2433_day02_well.png,0,0,3,well_A1/well2433_day03_well.png,0,0,4,well_A1/well2433_day04_well.png,0,0,5,well_A1/well2433_day05_well.png,0,0,6,well_A1/well2433_day06_well.png,0,0,7,well_A1/well2433_day07_well.png,0,0,8,well_A1/well2433_day08_well.png,0,0,9,well_A1/well2433_day09_well.png,0,0,10,well_A1/well2433_day10_well.png,0,0,11,well_A1/well2433_day11_well.png,0,0,12,well_A1/well2433_day12_well.png,1,170,13,well_A1/well2433_day13_well.png,1,83
5841,A1,3424,0,3424,well_A1/well3424_day00_well.png,0,0,1,well_A1/well3424_day01_well.png,1,453,2,well_A1/well3424_day02_well.png,0,0,3,well_A1/well3424_day03_well.png,0,0,4,well_A1/well3424_day04_well.png,0,0,5,well_A1/well3424_day05_well.png,0,0,6,well_A1/well3424_day06_well.png,0,0,7,well_A1/well3424_day07_well.png,0,0,8,well_A1/well3424_day08_well.png,0,0,9,well_A1/well3424_day09_well.png,1,2314,10,well_A1/well3424_day10_well.png,0,0,11,well_A1/well3424_day11_well.png,1,1309,12,well_A1/well3424_day12_well.png,1,64,13,well_A1/well3424_day13_well.png,0,0
5842,C1,1155,0,1155,well_C1/well1155_day00_well.png,0,0,1,well_C1/well1155_day01_well.png,1,991,2,well_C1/well1155_day02_well.png,1,244,3,well_C1/well1155_day03_well.png,1,599,4,well_C1/well1155_day04_well.png,1,1145,5,well_C1/well1155_day05_well.png,1,643,6,well_C1/well1155_day06_well.png,1,1055,7,well_C1/well1155_day07_well.png,1,1380,8,well_C1/well1155_day08_well.png,1,3577,9,well_C1/well1155_day09_well.png,1,916,10,well_C1/well1155_day10_well.png,1,620,11,well_C1/well1155_day11_well.png,1,1246,12,well_C1/well1155_day12_well.png,1,1175,13,well_C1/well1155_day13_well.png,1,1074
5843,A1,1741,0,1741,well_A1/well1741_day00_well.png,0,0,1,well_A1/well1741_day01_well.png,1,1003,2,well_A1/well1741_day02_well.png,1,822,3,well_A1/well1741_day03_well.png,1,924,4,well_A1/well1741_day04_well.png,1,1005,5,well_A1/well1741_day05_well.png,1,974,6,well_A1/well1741_day06_well.png,1,1040,7,well_A1/well1741_day07_well.png,1,1083,8,well_A1/well1741_day08_well.png,1,691,9,well_A1/well1741_day09_well.png,1,1020,10,well_A1/well1741_day10_well.png,1,938,11,well_A1/well1741_day11_well.png,1,976,12,well_A1/well1741_day12_well.png,1,1008,13,well_A1/well1741_day13_well.png,1,984
5844,C1,1416,0,1416,well_C1/well1416_day00_well.png,1,405,1,well_C1/well1416_day01_well.png,1,158,2,well_C1/well1416_day02_well.png,1,93,3,well_C1/well1416_day03_well.png,1,83,4,well_C1/well1416_day04_well.png,0,0,5,well_C1/well1416_day05_well.png,1,83,6,well_C1/well1416_day06_well.png,0,0,7,well_C1/well1416_day07_well.png,0,0,8,well_C1/well1416_day08_well.png,0,0,9,well_C1/well1416_day09_well.png,0,0,10,well_C1/well1416_day10_well.png,1,83,11,well_C1/well1416_day11_well.png,1,310,12,well_C1/well1416_day12_well.png,1,143,13,well_C1/well1416_day13_well.png,0,0
5845,C1,33,0,0033,well_C1/well0033_day00_well.png,0,0,1,well_C1/well0033_day01_well.png,0,0,2,well_C1/well0033_day02_well.png,0,0,3,well_C1/well0033_day03_well.png,0,0,4,well_C1/well0033_day04_well.png,0,0,5,well_C1/well0033_day05_well.png,0,0,6,well_C1/well0033_day06_well.png,0,0,7,well_C1/well0033_day07_well.png,0,0,8,well_C1/well0033_day08_well.png,0,0,9,well_C1/well0033_day09_well.png,0,0,10,well_C1/well0033_day10_well.png,0,0,11,well_C1/well0033_day11_well.png,0,0,12,well_C1/well0033_day12_well.png,0,0,13,well_C1/well0033_day13_well.png,0,0
5846,A2,756,0,0756,well_A2/well0756_day00_well.png,1,2530,1,well_A2/well0756_day01_well.png,1,2763,2,well_A2/well0756_day02_well.png,1,2649,3,well_A2/well0756_day03_well.png,1,3033,4,well_A2/well0756_day04_well.png,1,2788,5,well_A2/well0756_day05_well.png,1,2841,6,well_A2/well0756_day06_well.png,1,2596,7,well_A2/well0756_day07_well.png,1,2556,8,well_A2/well0756_day08_well.png,1,2500,9,well_A2/well0756_day09_well.png,1,2677,10,well_A2/well0756_day10_well.png,1,2567,11,well_A2/well0756_day11_well.png,1,2717,12,well_A2/well0756_day12_well.png,1,2726,13,well_A2/well0756_day13_well.png,1,2715
5847,C1,2568,0,2568,well_C1/well2568_day00_well.png,0,0,1,well_C1/well2568_day01_well.png,0,0,2,well_C1/well2568_day02_well.png,0,0,3,well_C1/well2568_day03_well.png,1,71,4,well_C1/well2568_day04_well.png,0,0,5,well_C1/well2568_day05_well.png,0,0,6,well_C1/well2568_day06_well.png,0,0,7,well_C1/well2568_day07_well.png,0,0,8,well_C1/well2568_day08_well.png,0,0,9,well_C1/well2568_day09_well.png,0,0,10,well_C1/well2568_day10_well.png,0,0,11,well_C1/well2568_day11_well.png,0,0,12,well_C1/well2568_day12_well.png,0,0,13,well_C1/well2568_day13_well.png,0,0
5848,C1,2527,0,2527,well_C1/well2527_day00_well.png,0,0,1,well_C1/well2527_day01_well.png,0,0,2,well_C1/well2527_day02_well.png,0,0,3,well_C1/well2527_day03_well.png,0,0,4,well_C1/well2527_day04_well.png,0,0,5,well_C1/well2527_day05_well.png,0,0,6,well_C1/well2527_day06_well.png,0,0,7,well_C1/well2527_day07_well.png,0,0,8,well_C1/well2527_day08_well.png,0,0,9,well_C1/well2527_day09_well.png,0,0,10,well_C1/well2527_day10_well.png,0,0,11,well_C1/well2527_day11_well.png,0,0,12,well_C1/well2527_day12_well.png,0,0,13,well_C1/well2527_day13_well.png,0,0
5849,C1,955,0,0955,well_C1/well0955_day00_well.png,0,0,1,well_C1/well0955_day01_well.png,0,0,2,well_C1/well0955_day02_well.png,0,0,3,well_C1/well0955_day03_well.png,0,0,4,well_C1/well0955_day04_well.png,0,0,5,well_C1/well0955_day05_well.png,0,0,6,well_C1/well0955_day06_well.png,1,130,7,well_C1/well0955_day07_well.png,1,103,8,well_C1/well0955_day08_well.png,0,0,9,well_C1/well0955_day09_well.png,0,0,10,well_C1/well0955_day10_well.png,0,0,11,well_C1/well0955_day11_well.png,0,0,12,well_C1/well0955_day12_well.png,1,146,13,well_C1/well0955_day13_well.png,1,109
5850,A1,731,0,0731,well_A1/well0731_day00_well.png,1,44,1,well_A1/well0731_day01_well.png,0,0,2,well_A1/well0731_day02_well.png,0,0,3,well_A1/well0731_day03_well.png,1,569,4,well_A1/well0731_day04_well.png,1,49,5,well_A1/well0731_day05_well.png,1,600,6,well_A1/well0731_day06_well.png,0,0,7,well_A1/well0731_day07_well.png,0,0,8,well_A1/well0731_day08_well.png,0,0,9,well_A1/well0731_day09_well.png,1,34,10,well_A1/well0731_day10_well.png,1,172,11,well_A1/well0731_day11_well.png,1,268,12,well_A1/well0731_day12_well.png,1,219,13,well_A1/well0731_day13_well.png,1,377
5851,A1,2195,0,2195,well_A1/well2195_day00_well.png,1,514,1,well_A1/well2195_day01_well.png,1,119,2,well_A1/well2195_day02_well.png,1,101,3,well_A1/well2195_day03_well.png,0,0,4,well_A1/well2195_day04_well.png,1,102,5,well_A1/well2195_day05_well.png,0,0,6,well_A1/well2195_day06_well.png,0,0,7,well_A1/well2195_day07_well.png,1,100,8,well_A1/well2195_day08_well.png,0,0,9,well_A1/well2195_day09_well.png,0,0,10,well_A1/well2195_day10_well.png,1,130,11,well_A1/well2195_day11_well.png,1,100,12,well_A1/well2195_day12_well.png,1,83,13,well_A1/well2195_day13_well.png,0,0
5852,C1,3054,0,3054,well_C1/well3054_day00_well.png,1,147,1,well_C1/well3054_day01_well.png,0,0,2,well_C1/well3054_day02_well.png,0,0,3,well_C1/well3054_day03_well.png,0,0,4,well_C1/well3054_day04_well.png,0,0,5,well_C1/well3054_day05_well.png,0,0,6,well_C1/well3054_day06_well.png,0,0,7,well_C1/well3054_day07_well.png,0,0,8,well_C1/well3054_day08_well.png,0,0,9,well_C1/well3054_day09_well.png,0,0,10,well_C1/well3054_day10_well.png,0,0,11,well_C1/well3054_day11_well.png,0,0,12,well_C1/well3054_day12_well.png,0,0,13,well_C1/well3054_day13_well.png,0,0
5853,A1,897,0,0897,well_A1/well0897_day00_well.png,1,2279,1,well_A1/well0897_day01_well.png,0,0,2,well_A1/well0897_day02_well.png,0,0,3,well_A1/well0897_day03_well.png,0,0,4,well_A1/well0897_day04_well.png,0,0,5,well_A1/well0897_day05_well.png,0,0,6,well_A1/well0897_day06_well.png,0,0,7,well_A1/well0897_day07_well.png,1,184,8,well_A1/well0897_day08_well.png,0,0,9,well_A1/well0897_day09_well.png,1,173,10,well_A1/well0897_day10_well.png,1,139,11,well_A1/well0897_day11_well.png,1,183,12,well_A1/well0897_day12_well.png,1,165,13,well_A1/well0897_day13_well.png,1,83
5854,A1,3293,0,3293,well_A1/well3293_day00_well.png,0,0,1,well_A1/well3293_day01_well.png,0,0,2,well_A1/well3293_day02_well.png,0,0,3,well_A1/well3293_day03_well.png,0,0,4,well_A1/well3293_day04_well.png,0,0,5,well_A1/well3293_day05_well.png,0,0,6,well_A1/well3293_day06_well.png,0,0,7,well_A1/well3293_day07_well.png,0,0,8,well_A1/well3293_day08_well.png,0,0,9,well_A1/well3293_day09_well.png,0,0,10,well_A1/well3293_day10_well.png,0,0,11,well_A1/well3293_day11_well.png,0,0,12,well_A1/well3293_day12_well.png,0,0,13,well_A1/well3293_day13_well.png,0,0
5855,C1,1471,0,1471,well_C1/well1471_day00_well.png,0,0,1,well_C1/well1471_day01_well.png,0,0,2,well_C1/well1471_day02_well.png,0,0,3,well_C1/well1471_day03_well.png,0,0,4,well_C1/well1471_day04_well.png,0,0,5,well_C1/well1471_day05_well.png,0,0,6,well_C1/well1471_day06_well.png,0,0,7,well_C1/well1471_day07_well.png,1,406,8,well_C1/well1471_day08_well.png,1,418,9,well_C1/well1471_day09_well.png,1,634,10,well_C1/well1471_day10_well.png,1,591,11,well_C1/well1471_day11_well.png,1,175,12,well_C1/well1471_day12_well.png,1,124,13,well_C1/well1471_day13_well.png,1,83
5856,A2,3414,0,3414,well_A2/well3414_day00_well.png,0,0,1,well_A2/well3414_day01_well.png,0,0,2,well_A2/well3414_day02_well.png,0,0,3,well_A2/well3414_day03_well.png,1,274,4,well_A2/well3414_day04_well.png,1,220,5,well_A2/well3414_day05_well.png,1,268,6,well_A2/well3414_day06_well.png,0,0,7,well_A2/well3414_day07_well.png,1,255,8,well_A2/well3414_day08_well.png,1,93,9,well_A2/well3414_day09_well.png,0,0,10,well_A2/well3414_day10_well.png,1,108,11,well_A2/well3414_day11_well.png,1,157,12,well_A2/well3414_day12_well.png,1,110,13,well_A2/well3414_day13_well.png,0,0
5857,A1,56,0,0056,well_A1/well0056_day00_well.png,0,0,1,well_A1/well0056_day01_well.png,0,0,2,well_A1/well0056_day02_well.png,0,0,3,well_A1/well0056_day03_well.png,0,0,4,well_A1/well0056_day04_well.png,0,0,5,well_A1/well0056_day05_well.png,0,0,6,well_A1/well0056_day06_well.png,0,0,7,well_A1/well0056_day07_well.png,0,0,8,well_A1/well0056_day08_well.png,0,0,9,well_A1/well0056_day09_well.png,0,0,10,well_A1/well0056_day10_well.png,0,0,11,well_A1/well0056_day11_well.png,0,0,12,well_A1/well0056_day12_well.png,1,49,13,well_A1/well0056_day13_well.png,0,0
5858,A2,1424,0,1424,well_A2/well1424_day00_well.png,1,3294,1,well_A2/well1424_day01_well.png,1,3023,2,well_A2/well1424_day02_well.png,1,2905,3,well_A2/well1424_day03_well.png,1,3390,4,well_A2/well1424_day04_well.png,1,2663,5,well_A2/well1424_day05_well.png,1,3636,6,well_A2/well1424_day06_well.png,1,3428,7,well_A2/well1424_day07_well.png,1,3299,8,well_A2/well1424_day08_well.png,1,3004,9,well_A2/well1424_day09_well.png,1,3070,10,well_A2/well1424_day10_well.png,1,3076,11,well_A2/well1424_day11_well.png,1,3027,12,well_A2/well1424_day12_well.png,1,3276,13,well_A2/well1424_day13_well.png,1,3380
5859,A1,4233,0,4233,well_A1/well4233_day00_well.png,1,926,1,well_A1/well4233_day01_well.png,1,147,2,well_A1/well4233_day02_well.png,1,293,3,well_A1/well4233_day03_well.png,1,196,4,well_A1/well4233_day04_well.png,1,439,5,well_A1/well4233_day05_well.png,0,0,6,well_A1/well4233_day06_well.png,1,621,7,well_A1/well4233_day07_well.png,1,782,8,well_A1/well4233_day08_well.png,1,53,9,well_A1/well4233_day09_well.png,1,820,10,well_A1/well4233_day10_well.png,1,804,11,well_A1/well4233_day11_well.png,1,1152,12,well_A1/well4233_day12_well.png,1,1711,13,well_A1/well4233_day13_well.png,1,1373
5860,C1,1936,0,1936,well_C1/well1936_day00_well.png,1,382,1,well_C1/well1936_day01_well.png,0,0,2,well_C1/well1936_day02_well.png,1,145,3,well_C1/well1936_day03_well.png,1,226,4,well_C1/well1936_day04_well.png,1,244,5,well_C1/well1936_day05_well.png,1,199,6,well_C1/well1936_day06_well.png,1,167,7,well_C1/well1936_day07_well.png,1,205,8,well_C1/well1936_day08_well.png,1,1427,9,well_C1/well1936_day09_well.png,1,827,10,well_C1/well1936_day10_well.png,1,1756,11,well_C1/well1936_day11_well.png,1,2486,12,well_C1/well1936_day12_well.png,1,1802,13,well_C1/well1936_day13_well.png,1,2533
5861,A1,763,0,0763,well_A1/well0763_day00_well.png,0,0,1,well_A1/well0763_day01_well.png,1,47,2,well_A1/well0763_day02_well.png,0,0,3,well_A1/well0763_day03_well.png,1,446,4,well_A1/well0763_day04_well.png,1,2432,5,well_A1/well0763_day05_well.png,1,763,6,well_A1/well0763_day06_well.png,1,441,7,well_A1/well0763_day07_well.png,1,1104,8,well_A1/well0763_day08_well.png,1,812,9,well_A1/well0763_day09_well.png,1,1417,10,well_A1/well0763_day10_well.png,1,1208,11,well_A1/well0763_day11_well.png,1,1169,12,well_A1/well0763_day12_well.png,1,1047,13,well_A1/well0763_day13_well.png,1,1629
5862,A1,807,0,0807,well_A1/well0807_day00_well.png,1,2322,1,well_A1/well0807_day01_well.png,1,482,2,well_A1/well0807_day02_well.png,1,129,3,well_A1/well0807_day03_well.png,1,729,4,well_A1/well0807_day04_well.png,1,472,5,well_A1/well0807_day05_well.png,1,1784,6,well_A1/well0807_day06_well.png,1,190,7,well_A1/well0807_day07_well.png,1,468,8,well_A1/well0807_day08_well.png,1,455,9,well_A1/well0807_day09_well.png,1,348,10,well_A1/well0807_day10_well.png,1,343,11,well_A1/well0807_day11_well.png,1,831,12,well_A1/well0807_day12_well.png,1,529,13,well_A1/well0807_day13_well.png,1,475
5863,A1,3378,0,3378,well_A1/well3378_day00_well.png,0,0,1,well_A1/well3378_day01_well.png,0,0,2,well_A1/well3378_day02_well.png,0,0,3,well_A1/well3378_day03_well.png,0,0,4,well_A1/well3378_day04_well.png,0,0,5,well_A1/well3378_day05_well.png,0,0,6,well_A1/well3378_day06_well.png,0,0,7,well_A1/well3378_day07_well.png,0,0,8,well_A1/well3378_day08_well.png,0,0,9,well_A1/well3378_day09_well.png,0,0,10,well_A1/well3378_day10_well.png,0,0,11,well_A1/well3378_day11_well.png,0,0,12,well_A1/well3378_day12_well.png,0,0,13,well_A1/well3378_day13_well.png,0,0
5864,A1,532,0,0532,well_A1/well0532_day00_well.png,1,3834,1,well_A1/well0532_day01_well.png,0,0,2,well_A1/well0532_day02_well.png,0,0,3,well_A1/well0532_day03_well.png,0,0,4,well_A1/well0532_day04_well.png,0,0,5,well_A1/well0532_day05_well.png,0,0,6,well_A1/well0532_day06_well.png,0,0,7,well_A1/well0532_day07_well.png,0,0,8,well_A1/well0532_day08_well.png,0,0,9,well_A1/well0532_day09_well.png,0,0,10,well_A1/well0532_day10_well.png,0,0,11,well_A1/well0532_day11_well.png,0,0,12,well_A1/well0532_day12_well.png,0,0,13,well_A1/well0532_day13_well.png,1,300
5865,A2,319,0,0319,well_A2/well0319_day00_well.png,1,2170,1,well_A2/well0319_day01_well.png,1,2238,2,well_A2/well0319_day02_well.png,1,2094,3,well_A2/well0319_day03_well.png,1,2649,4,well_A2/well0319_day04_well.png,1,2106,5,well_A2/well0319_day05_well.png,1,2293,6,well_A2/well0319_day06_well.png,1,2224,7,well_A2/well0319_day07_well.png,1,1815,8,well_A2/well0319_day08_well.png,1,2053,9,well_A2/well0319_day09_well.png,1,2290,10,well_A2/well0319_day10_well.png,1,2029,11,well_A2/well0319_day11_well.png,1,2179,12,well_A2/well0319_day12_well.png,1,2324,13,well_A2/well0319_day13_well.png,1,2432
